Date,Title,Publisher,Description,Link
01/26/2023,Elon Musk makes big admission during trial over his infamous ...,TweakTown,https://www.tweaktown.com/news/90156/elon-musk-makes-big-admission-during-trial-over-his-infamous-tesla-tweet/index.html,Tesla CEO Elon Musk has defended his 2018 tweets in court about having secured funding for taking Tesla private. Elon Musk makes big admission during trial...
01/26/2023,Elon Musk Meets With House Speaker Kevin McCarthy in ...,Bloomberg.com,https://www.bloomberg.com/news/articles/2023-01-26/elon-musk-meets-with-speaker-kevin-mccarthy-on-capitol-hill,"Elon Musk made a surprise visit to Capitol Hill on Thursday and met with House Speaker Kevin McCarthy. “He came to wish me a happy birthday,” said McCarthy,..."
01/26/2023,Elon Musk still thinks he's 'reasonably popular' on Twitter,Mashable,https://mashable.com/article/elon-musk-reasonably-popular,"That, it appears, is how Elon Musk views his Twitter shenanigans in relation to his other company, Tesla. During an earnings call Wednesday,..."
01/26/2023,Elon Musk Is Trying to Raise $3 Billion to Pay Off Twitter's ...,Observer,https://observer.com/2023/01/elon-musk-twitter-debt-finance/,Musk wants to sell new Twitter shares at the original takeover price. ... Elon Musk's face appears within a ring of Twitter logos. Elon Musk is looking for cash...
01/26/2023,Elon Musk says a Chinese automaker will likely be second to Tesla: 'They work the smartest',CNBC,https://www.cnbc.com/2023/01/26/elon-musk-says-a-chinese-automaker-will-likely-be-second-to-tesla.html,"Elon Musk said that a Chinese automaker is likely to be the closest competitor to Tesla, while stressing the company is “winning in China” right now."
01/26/2023,Is Elon Musk hurting Tesla sales with his Twitter tomfoolery? Why there’s not much evidence to prove the case,Fortune,https://fortune.com/2023/01/26/elon-musk-tesla-twitter-sales-growth-popular/,Are Elon Musk and Tesla still part of the popular kids? That question became a fashionable topic Wednesday following the release of Tesla's holiday-quarter...
01/27/2023,"Investors don't listen to Elon Musk on the economy, Tesla bull says",Markets Insider,https://markets.businessinsider.com/news/stocks/elon-musk-tesla-earnings-recession-outlook-gary-black-future-fund-2023-1,"Tesla CEO Elon Musk warned of a recession in the company's fourth-quarter earnings update. But investors shouldn't fret about his outlook, according to The..."
01/27/2023,U.S. SEC probes Elon Musk's role in Tesla self-driving claims ...,Reuters,https://www.reuters.com/technology/us-sec-probes-elon-musks-role-tesla-self-driving-claims-bloomberg-news-2023-01-27/,"[1/2] Tesla CEO Elon Musk and his security detail depart the company's local office in Washington, U.S. January 27, 2023. REUTERS/Jonathan Ernst."
01/27/2023,Elon Musk faces SEC probe for role in Tesla self-driving claims,Los Angeles Times,https://www.latimes.com/business/story/2023-01-27/musk-sec-probe-tesla-self-driving-claims,"Elon Musk is clashing with the SEC on several fronts, including the company's statements about Tesla's Autopilot driver-assistance system. (Benjamin Fanjoy /..."
01/27/2023,Elon Musk Faces SEC Probe for Role in Tesla Self-Driving ...,Bloomberg.com,https://www.bloomberg.com/news/articles/2023-01-27/elon-musk-faces-sec-probe-for-role-in-tesla-self-driving-claims,"US regulators are investigating Elon Musk's role in shaping Tesla Inc.'s self-driving car claims, the latest effort by watchdogs to scrutinize the actions..."
01/27/2023,Goldman's Dees Says Musk 2018 Go-Private Tweet Surprised ...,Bloomberg.com,https://www.bloomberg.com/news/articles/2023-01-27/musk-s-goldman-banker-to-testify-about-tesla-go-private-tweets,"Dan Dees, one of Goldman Sachs Group Inc.'s most senior executives, told a jury he was surprised in August 2018 by Elon Musk's tweet about taking Tesla Inc."
01/27/2023,"Elon Musk meets with Kevin McCarthy, Jim Jordan, Biden aides",The Washington Post,https://www.washingtonpost.com/politics/2023/01/27/elon-musk-twitter-mccarthy-capitol/,"Months after endorsing a Republican takeover of Congress, Elon Musk paid a rare visit to Washington this week, huddling with top aides to President Biden..."
01/27/2023,Twitter cofounder says Elon Musk has undone all of his improvements on the platform,Fortune,https://fortune.com/2023/01/27/twitter-co-founder-biz-stone-elon-musk-undone-all-his-improvements-platform/,A member of the quartet who founded Twitter said Elon Musk has undone the work he did to improve the company's culture—and added he's not sure the Tesla CEO...
01/27/2023,Musk Says Upgrading Autopilot on Older Teslas Is 'Not Feasible',Jalopnik,https://jalopnik.com/elon-musk-says-upgrading-autopilot-hardware-on-older-te-1850041340,"Elon Musk Says Upgrading Autopilot Hardware on Older Teslas Is 'Not Feasible'. Customers who paid thousands of dollars for the so-called ""Full Self-Driving Beta..."
01/27/2023,Big Take: How to Work at Twitter Under Elon Musk,Bloomberg.com,https://www.bloomberg.com/news/videos/2023-01-27/big-take-how-to-work-at-twitter-under-elon-musk-video,"Big Take: How to Work at Twitter Under Elon Musk. Bloomberg Technology · TV Shows. January 27th, 2023, 3:15 PM PST."
01/27/2023,Musk's in a legal duel with a king over Twitter's unpaid London ...,TheNextWeb,https://thenextweb.com/news/elon-musk-sued-crown-estate-twitter-unpaid-london-rent,"The clashes come as Elon Musk takes drastic steps to cut costs at Twitter, which he bought in October for a ruinous $44 billion."
01/28/2023,Federal inquiry targets Elon Musk's forward-looking claims on ...,NotebookCheck,https://www.notebookcheck.net/Federal-inquiry-targets-Elon-Musk-s-forward-looking-claims-on-Autopilot-capabilities.687511.0.html,The veracity of Elon Musk's self-driving Tesla car statements is now being examined by the Security and Exchange Commission in a potentially criminal...
01/28/2023,US market regulator to probe Elon Musk over Tesla car self-driving claims: Report,WION,https://www.wionews.com/business-economy/us-market-regulator-to-probe-elon-musk-over-tesla-car-self-driving-claims-report-556761,"Tesla chief Elon Musk has come under the scanner of the US securities regulator over his involvement in the EV car's self-driving claims, Bloomberg reported..."
01/28/2023,U.S. SEC probes Elon Musk's role in Tesla self-driving claims ...,Euronews,https://www.euronews.com/next/2023/01/28/tesla-sec-musk,"-The U.S. securities regulator is investigating Elon Musk's role in shaping EV maker Tesla's self-driving claims, Bloomberg News reported on Friday,..."
01/28/2023,Elon Musk Meets With Biden Administration To Discuss EV Strategy,InsideEVs,https://insideevs.com/news/640624/elon-musk-meets-biden-administration/,Tesla CEO Elon Musk met with several Biden administration officials earlier this week to discuss a wide array of topics. This comes amid growing uncertainty...
01/28/2023,Musk met senior Biden officials to discuss ramping up EV production,Business Insider,https://www.businessinsider.com/elon-musk-biden-officials-electric-vehicles-production-2023-1,Elon Musk met two White House officials to discuss increasing US electric vehicle production. The Tesla CEO talked to Biden's advisors about laws including the...
01/28/2023,"Elon Musk, White House discuss electric vehicles",Macau Business,https://www.macaubusiness.com/elon-musk-white-house-discuss-electric-vehicles/,"Tesla head Elon Musk met with senior White House officials Friday to discuss the Biden administration's push to grow the electric vehicle market,..."
01/28/2023,Elon Musk says Twitter misadventure helped Tesla. Wall Street isn't buying it.,Autoblog,https://www.autoblog.com/2023/01/28/elon-musk-says-twitter-misadventure-helped-tesla/,Musk's tweets have gotten him in trouble with shareholders and the courts. Elon Musk made a much-awaited appearance at Tesla's fourth quarter earnings call on...
01/28/2023,"Elon Musk is the 'enemy' inside Tesla, top analyst warns",Business Insider,https://www.businessinsider.com/elon-musk-is-enemy-inside-tesla-wall-street-analyst-warns-2023-1,"Elon Musk has become a liability for Tesla, Jeffries analyst Philippe Houchois warned on Thursday. ""We've published research many times in the past where we..."
01/28/2023,Leaked Messages Seem to Show Elon Musk Using Twitter to ...,Futurism,https://futurism.com/elon-musk-twitter-leaked-messages-twitter,"Internal company messages reviewed by Bloomberg reportedly show that in the wake of longtime Twitter Trust and Safety head Yoel Roth's resignation, Musk's new..."
01/28/2023,Tesla chairwoman Robyn Denholm defends Elon Musk at trial,Drive Tesla,https://driveteslacanada.ca/news/tesla-chairwoman-robyn-denholm-defends-elon-musk-at-trial/,"Days after Elon Musk took the stand in San Francisco, Tesla's Chairman Robyn Denholm came to the defence of Elon Musk. Denholm was named as a defendant in..."
01/29/2023,Elon Musk Finally Reveals Sales Increase Following Tesla ...,The Motley Fool,https://www.fool.com/investing/2023/01/29/elon-musk-finally-reveals-sales-increase-following/,"This video will highlight the key insights Elon Musk gave investors. *Stock prices used were the afternoon prices of Jan. 26, 2023."
01/29/2023,Elon Musk Tesla trial explained: Everything you need to know,USA Today,https://www.usatoday.com/story/tech/2023/01/29/elon-musk-tesla-trial-tweet-recap/11145757002/,SAN FRANCISCO — Elon Musk's enigmatic personality and unconventional tactics are emerging as key exhibits in a trial revolving around one of his most...
01/29/2023,Elon Musk's mysterious ways on display in Tesla tweet trial,Moneycontrol,https://www.moneycontrol.com/news/business/elon-musks-mysterious-ways-on-display-in-tesla-tweet-trial-9959121.html,"In November 2021, Elon Musk changed his name on Twitter is ""Lorde Edge"". Elon Musk's enigmatic personality and unconventional tactics are emerging as key..."
01/29/2023,Accusers Say Elon Musk Tried to Confuse the Jury During ...,AutoEvolution,https://www.autoevolution.com/news/accusers-say-elon-musk-tried-to-confuse-the-jury-in-funding-secured-tweet-trial-209372.html,"Something similar is happening with the lawsuit Elon Musk is facing due to his tweets on taking Tesla private. In April 2022, District Court Judge Edward M."
01/29/2023,Musk faces SEC probe over Tesla self-driving claims,Boston Herald,https://www.bostonherald.com/2023/01/29/musk-faces-sec-probe-over-tesla-self-driving-claims/,"U.S. regulators are investigating Elon Musk's role in shaping Tesla Inc.'s self-driving car claims, the latest effort by watchdogs to scrutinize the actions..."
01/29/2023,"Musk personally ordered the Twitter ban of activist, report claims",The Independent,https://www.independent.co.uk/news/world/americas/us-politics/elon-musk-chad-loder-twitter-b2271556.html,"It isn't clear what Mr Musk's reasoning for the suspension of Loder was; the only text in the message purportedly read: ""Suspension: direct request from Elon..."
01/29/2023,Tesla Stock Update: Is the worst finally over for Elon Musk’s electric-vehicle maker?,The Financial Express,https://www.financialexpress.com/investing-abroad/featured-stories/tesla-stock-update-is-the-worst-finally-over-for-elon-musks-electric-vehicle-maker/2963304/,Bloomberg: Tesla Inc.'s biggest weekly rally since 2013 is offering investors a glimmer of hope that the worst may finally be over for Elon Musk's...
01/29/2023,Stan Silverman: Are Elon Musk and Steve Jobs good examples on how to lead?,The Business Journals,https://www.bizjournals.com/philadelphia/news/2023/01/29/elon-musk-steve-jobs-leadership-styles-traits.html,"There was only one decision-maker at Tesla, and it's Elon Musk. (Author's comment: One wonders how leaders within Tesla's organization feel when they are..."
01/29/2023,Elon Musk Jokes He's an Alien,TheStreet,https://www.thestreet.com/automotive/elon-musk-jokes-hes-an-alien,"Elon Musk, CEO of electric vehicle maker Tesla and rocket company SpaceX may not be an Earthling. He may be from another planet."
01/29/2023,Elon Musk Re-Iterates He Will Eat Happy Meal On TV If McDonald's Accepts Dogecoin,ABP LIVE,https://news.abplive.com/business/crypto/elon-musk-twitter-dogecoin-mcdonald-s-tesla-payments-cryopto-grimacecoin-1578687,"Elon Musk has been a long-time Dogecoin supporter and is referred to as the ""Dogefather'' in the crypto meme community. Tesla accepts Dogecoin as a payment..."
01/30/2023,Elon Musk’s trial opens a peephole into the Tesla CEO’s often inscrutable mind: Here’s what we’ve discovered so far,Fortune,https://fortune.com/2023/01/30/elon-musk-trial-insight-into-tesla-ceo-mind-thought-process/,Elon Musk Tesla tweet displayed on mobile with in the background Elon musk on screen. Musk was often a study in contrasts during his roughly eight hours on the...
